lead_id,created_date,stage,final_stage,deal_value,probability,source,industry,sales_rep,close_date,expected_revenue
LEAD-01116,2025-06-28,closed_lost,closed_lost,3747,0.0,outbound,tech,Jordan Lee,2025-07-24,0.0
LEAD-00651,2025-06-28,closed_won,closed_won,8121,1.0,marketing,tech,Morgan Patel,2025-09-20,8121.0
LEAD-01918,2025-06-29,lead,closed_lost,7930,0.0,outbound,retail,Morgan Patel,2025-08-31,0.0
LEAD-00718,2025-06-29,closed_won,closed_won,10651,1.0,referral,finance,Jordan Lee,2025-07-16,10651.0
LEAD-00235,2025-06-29,proposal,proposal,13672,0.62,marketing,tech,Taylor Brooks,2025-09-08,8476.64
LEAD-01477,2025-06-29,closed_won,closed_won,5163,1.0,marketing,retail,Alex Chen,2025-07-20,5163.0
LEAD-00563,2025-06-29,lead,lead,14228,0.04,outbound,finance,Jordan Lee,2025-09-01,569.12
LEAD-00284,2025-06-29,lead,lead,3977,0.16,referral,tech,Morgan Patel,2025-08-19,636.32
LEAD-01018,2025-06-30,proposal,proposal,12186,0.7,marketing,retail,Taylor Brooks,2025-08-08,8530.199999999999
LEAD-01814,2025-06-30,closed_lost,closed_lost,15162,0.0,marketing,finance,Morgan Patel,2025-09-20,0.0
LEAD-00252,2025-06-30,qualified,closed_lost,7039,0.0,marketing,retail,Alex Chen,2025-07-30,0.0
LEAD-01519,2025-06-30,qualified,qualified,18050,0.51,referral,finance,Alex Chen,2025-09-28,9205.5
LEAD-00185,2025-06-30,lead,lead,1967,0.07,marketing,tech,Taylor Brooks,2025-08-04,137.69000000000003
LEAD-01120,2025-06-30,proposal,proposal,5365,0.68,marketing,retail,Alex Chen,2025-07-17,3648.2000000000003
LEAD-01353,2025-06-30,closed_won,closed_won,7482,1.0,marketing,retail,Morgan Patel,2025-08-03,7482.0
LEAD-01549,2025-06-30,proposal,closed_lost,2022,0.0,marketing,retail,Jordan Lee,2025-08-03,0.0
LEAD-00203,2025-06-30,lead,closed_lost,15180,0.0,outbound,finance,Taylor Brooks,2025-07-31,0.0
LEAD-00183,2025-07-01,proposal,closed_won,1970,1.0,marketing,retail,Alex Chen,2025-09-26,1970.0
LEAD-00055,2025-07-01,lead,lead,14803,0.12,marketing,retail,Jordan Lee,2025-07-26,1776.36
LEAD-01356,2025-07-01,closed_won,closed_won,17943,1.0,outbound,retail,Morgan Patel,2025-09-07,17943.0
LEAD-00180,2025-07-02,lead,lead,14856,0.19,marketing,retail,Jordan Lee,2025-09-20,2822.64
LEAD-00406,2025-07-02,lead,lead,11617,0.11,marketing,finance,Alex Chen,2025-09-30,1277.8700000000001
LEAD-00405,2025-07-02,qualified,qualified,6889,0.36,marketing,finance,Taylor Brooks,2025-08-12,2480.04
LEAD-01162,2025-07-02,qualified,qualified,16594,0.45,marketing,tech,Morgan Patel,2025-08-02,7467.3
LEAD-00453,2025-07-02,qualified,qualified,17224,0.3,outbound,tech,Taylor Brooks,2025-08-07,5167.2
LEAD-00021,2025-07-02,closed_lost,closed_lost,8346,0.0,outbound,tech,Alex Chen,2025-07-26,0.0
LEAD-00667,2025-07-03,closed_won,closed_won,9840,1.0,outbound,tech,Jordan Lee,2025-09-25,9840.0
LEAD-01053,2025-07-03,closed_lost,closed_lost,4591,0.0,marketing,retail,Taylor Brooks,2025-07-28,0.0
LEAD-01379,2025-07-03,qualified,qualified,9707,0.46,marketing,finance,Alex Chen,2025-08-22,4465.22
LEAD-01737,2025-07-03,qualified,qualified,10096,0.35,marketing,retail,Alex Chen,2025-08-07,3533.6
LEAD-01008,2025-07-03,closed_won,closed_won,17672,1.0,marketing,tech,Morgan Patel,2025-07-26,17672.0
LEAD-01091,2025-07-03,lead,lead,2342,0.15,marketing,tech,Morgan Patel,2025-07-29,351.3
LEAD-00420,2025-07-04,lead,lead,17075,0.07,outbound,finance,Alex Chen,2025-08-15,1195.2500000000002
LEAD-00876,2025-07-04,lead,lead,6970,0.07,outbound,tech,Alex Chen,2025-07-25,487.90000000000003
LEAD-00556,2025-07-04,closed_lost,closed_lost,13472,0.0,outbound,finance,Morgan Patel,2025-08-05,0.0
LEAD-01152,2025-07-04,qualified,qualified,12871,0.41,marketing,retail,Alex Chen,2025-08-19,5277.11
LEAD-01767,2025-07-04,closed_won,closed_won,2778,1.0,marketing,retail,Morgan Patel,2025-08-27,2778.0
LEAD-00159,2025-07-04,lead,lead,3039,0.15,marketing,finance,Taylor Brooks,2025-09-18,455.84999999999997
LEAD-00115,2025-07-04,closed_won,closed_won,13528,1.0,outbound,retail,Morgan Patel,2025-07-23,13528.0
LEAD-00629,2025-07-04,lead,lead,3639,0.1,marketing,retail,Morgan Patel,2025-09-06,363.90000000000003
LEAD-01217,2025-07-05,closed_won,closed_won,11362,1.0,marketing,retail,Morgan Patel,2025-09-17,11362.0
LEAD-00940,2025-07-05,proposal,proposal,17459,0.59,marketing,tech,Alex Chen,2025-07-25,10300.81
LEAD-01490,2025-07-05,proposal,proposal,2802,0.75,referral,retail,Morgan Patel,2025-08-17,2101.5
LEAD-01618,2025-07-05,proposal,proposal,9063,0.58,outbound,retail,Alex Chen,2025-07-25,5256.54
LEAD-00445,2025-07-05,lead,lead,6240,0.11,marketing,finance,Taylor Brooks,2025-08-16,686.4
LEAD-01051,2025-07-05,qualified,qualified,3731,0.34,outbound,finance,Taylor Brooks,2025-08-22,1268.5400000000002
LEAD-01241,2025-07-05,lead,lead,12068,0.1,marketing,finance,Morgan Patel,2025-07-25,1206.8
LEAD-00897,2025-07-05,proposal,proposal,1172,0.81,referral,tech,Morgan Patel,2025-09-23,949.32
LEAD-00344,2025-07-07,lead,closed_lost,9070,0.0,referral,tech,Morgan Patel,2025-08-29,0.0
LEAD-01000,2025-07-07,closed_lost,closed_lost,12141,0.0,referral,tech,Jordan Lee,2025-09-26,0.0
LEAD-01296,2025-07-07,qualified,qualified,1488,0.43,marketing,tech,Alex Chen,2025-08-07,639.84
LEAD-01680,2025-07-07,proposal,closed_won,18020,1.0,marketing,finance,Alex Chen,2025-08-20,18020.0
LEAD-00017,2025-07-07,qualified,qualified,8216,0.46,referral,finance,Taylor Brooks,2025-09-07,3779.36
LEAD-01442,2025-07-07,lead,closed_lost,8478,0.0,marketing,tech,Taylor Brooks,2025-08-14,0.0
LEAD-00608,2025-07-07,lead,lead,4074,0.13,marketing,tech,Jordan Lee,2025-09-27,529.62
LEAD-01207,2025-07-08,qualified,qualified,8201,0.37,outbound,tech,Jordan Lee,2025-09-12,3034.37
LEAD-00717,2025-07-08,qualified,qualified,2950,0.43,marketing,retail,Morgan Patel,2025-07-27,1268.5
LEAD-00549,2025-07-08,lead,closed_lost,2318,0.0,marketing,tech,Jordan Lee,2025-09-08,0.0
LEAD-01460,2025-07-08,qualified,qualified,11981,0.46,referral,finance,Jordan Lee,2025-08-30,5511.26
LEAD-01720,2025-07-08,lead,lead,3134,0.21,referral,tech,Jordan Lee,2025-08-15,658.14
LEAD-01916,2025-07-08,lead,lead,11451,0.1,marketing,finance,Alex Chen,2025-10-05,1145.1000000000001
LEAD-00803,2025-07-08,qualified,qualified,6979,0.36,marketing,tech,Jordan Lee,2025-09-07,2512.44
LEAD-01165,2025-07-08,qualified,qualified,12599,0.24,outbound,retail,Morgan Patel,2025-08-04,3023.7599999999998
LEAD-01583,2025-07-08,qualified,closed_lost,15964,0.0,marketing,finance,Alex Chen,2025-08-23,0.0
LEAD-00701,2025-07-09,lead,lead,18324,0.1,outbound,finance,Jordan Lee,2025-07-21,1832.4
LEAD-01686,2025-07-09,lead,closed_lost,14734,0.0,outbound,tech,Jordan Lee,2025-08-31,0.0
LEAD-01015,2025-07-09,lead,lead,5757,0.16,marketing,retail,Jordan Lee,2025-10-06,921.12
LEAD-01010,2025-07-09,proposal,proposal,15687,0.8,referral,retail,Taylor Brooks,2025-09-30,12549.6
LEAD-00366,2025-07-09,lead,closed_lost,16417,0.0,referral,tech,Alex Chen,2025-07-25,0.0
LEAD-00449,2025-07-10,qualified,qualified,11760,0.44,referral,tech,Jordan Lee,2025-07-21,5174.4
LEAD-00296,2025-07-10,closed_lost,closed_lost,7201,0.0,marketing,finance,Jordan Lee,2025-09-14,0.0
LEAD-00893,2025-07-10,lead,lead,5743,0.29,referral,retail,Alex Chen,2025-08-26,1665.4699999999998
LEAD-00679,2025-07-10,closed_lost,closed_lost,12093,0.0,outbound,tech,Alex Chen,2025-08-06,0.0
LEAD-00712,2025-07-10,closed_won,closed_won,10498,1.0,marketing,finance,Taylor Brooks,2025-07-27,10498.0
LEAD-01849,2025-07-10,closed_won,closed_won,11457,1.0,outbound,tech,Jordan Lee,2025-09-05,11457.0
LEAD-01800,2025-07-10,qualified,qualified,19002,0.37,outbound,finance,Alex Chen,2025-08-30,7030.74
LEAD-01074,2025-07-11,qualified,qualified,3336,0.29,outbound,tech,Jordan Lee,2025-09-22,967.4399999999999
LEAD-01311,2025-07-11,closed_lost,closed_lost,18446,0.0,outbound,retail,Taylor Brooks,2025-09-19,0.0
LEAD-00578,2025-07-11,lead,lead,7355,0.01,outbound,tech,Jordan Lee,2025-08-11,73.55
LEAD-01195,2025-07-11,closed_lost,closed_lost,18035,0.0,referral,tech,Alex Chen,2025-08-04,0.0
LEAD-01859,2025-07-11,lead,closed_lost,1933,0.0,outbound,tech,Alex Chen,2025-10-04,0.0
LEAD-01665,2025-07-11,lead,lead,3301,0.2,marketing,retail,Taylor Brooks,2025-08-26,660.2
LEAD-00011,2025-07-12,lead,lead,3738,0.21,referral,tech,Morgan Patel,2025-09-21,784.98
LEAD-01957,2025-07-12,proposal,proposal,15386,0.63,marketing,finance,Taylor Brooks,2025-09-21,9693.18
LEAD-00997,2025-07-12,lead,lead,4488,0.16,marketing,tech,Alex Chen,2025-08-01,718.08
LEAD-01902,2025-07-13,closed_lost,closed_lost,12313,0.0,outbound,tech,Jordan Lee,2025-08-18,0.0
LEAD-01164,2025-07-13,lead,closed_lost,12434,0.0,marketing,tech,Jordan Lee,2025-09-02,0.0
LEAD-00995,2025-07-13,lead,lead,5804,0.14,marketing,tech,Jordan Lee,2025-08-07,812.5600000000001
LEAD-01299,2025-07-13,lead,closed_lost,4279,0.0,marketing,retail,Jordan Lee,2025-09-21,0.0
LEAD-01991,2025-07-13,closed_won,closed_won,3905,1.0,outbound,tech,Alex Chen,2025-09-30,3905.0
LEAD-00488,2025-07-13,lead,lead,16042,0.18,marketing,retail,Jordan Lee,2025-09-29,2887.56
LEAD-01392,2025-07-13,qualified,closed_won,6309,1.0,outbound,finance,Jordan Lee,2025-10-07,6309.0
LEAD-01147,2025-07-13,lead,lead,6086,0.14,marketing,tech,Jordan Lee,2025-09-28,852.0400000000001
LEAD-01501,2025-07-13,lead,lead,4543,0.09,marketing,tech,Alex Chen,2025-09-08,408.87
LEAD-00507,2025-07-13,closed_lost,closed_lost,6963,0.0,outbound,retail,Alex Chen,2025-09-02,0.0
LEAD-01920,2025-07-13,proposal,proposal,18274,0.61,outbound,tech,Jordan Lee,2025-09-08,11147.14
LEAD-01958,2025-07-14,proposal,proposal,15935,0.66,marketing,tech,Alex Chen,2025-08-05,10517.1
LEAD-00747,2025-07-14,qualified,qualified,7118,0.28,outbound,tech,Morgan Patel,2025-09-21,1993.0400000000002
LEAD-00656,2025-07-14,closed_won,closed_won,12002,1.0,marketing,tech,Taylor Brooks,2025-08-16,12002.0
LEAD-01725,2025-07-14,qualified,qualified,8039,0.41,marketing,tech,Jordan Lee,2025-07-27,3295.99
LEAD-01669,2025-07-14,proposal,proposal,6132,0.81,referral,finance,Morgan Patel,2025-10-11,4966.92
LEAD-01553,2025-07-14,closed_won,closed_won,16779,1.0,referral,tech,Morgan Patel,2025-10-01,16779.0
LEAD-01341,2025-07-14,lead,lead,1210,0.12,marketing,tech,Taylor Brooks,2025-09-29,145.2
LEAD-01335,2025-07-14,lead,lead,19098,0.08,marketing,finance,Morgan Patel,2025-10-07,1527.84
LEAD-00351,2025-07-14,lead,lead,5277,0.06,outbound,tech,Taylor Brooks,2025-08-06,316.62
LEAD-01901,2025-07-15,lead,lead,19685,0.12,marketing,retail,Taylor Brooks,2025-09-25,2362.2
LEAD-01636,2025-07-15,qualified,qualified,4611,0.42,marketing,tech,Alex Chen,2025-08-08,1936.62
LEAD-01922,2025-07-15,proposal,proposal,7779,0.66,marketing,tech,Alex Chen,2025-10-06,5134.14
LEAD-00561,2025-07-15,closed_lost,closed_lost,8421,0.0,outbound,retail,Taylor Brooks,2025-09-14,0.0
LEAD-00606,2025-07-15,closed_lost,closed_lost,10908,0.0,marketing,tech,Morgan Patel,2025-08-27,0.0
LEAD-00648,2025-07-15,qualified,qualified,3088,0.32,outbound,tech,Alex Chen,2025-09-14,988.16
LEAD-00931,2025-07-16,lead,lead,8748,0.21,referral,retail,Jordan Lee,2025-09-23,1837.08
LEAD-01140,2025-07-16,lead,lead,18069,0.01,outbound,finance,Taylor Brooks,2025-08-17,180.69
LEAD-01848,2025-07-17,proposal,proposal,10666,0.65,marketing,retail,Jordan Lee,2025-10-15,6932.900000000001
LEAD-00539,2025-07-17,lead,lead,4206,0.12,outbound,tech,Alex Chen,2025-09-11,504.71999999999997
LEAD-01259,2025-07-17,proposal,proposal,8143,0.76,marketing,finance,Morgan Patel,2025-08-30,6188.68
LEAD-00877,2025-07-17,proposal,proposal,17558,0.69,marketing,tech,Alex Chen,2025-09-08,12115.019999999999
LEAD-00927,2025-07-17,lead,lead,14361,0.16,marketing,retail,Taylor Brooks,2025-09-06,2297.76
LEAD-01380,2025-07-17,qualified,qualified,10034,0.49,referral,tech,Taylor Brooks,2025-08-15,4916.66
LEAD-00289,2025-07-17,qualified,qualified,6046,0.38,marketing,tech,Jordan Lee,2025-10-11,2297.48
LEAD-00305,2025-07-18,qualified,qualified,4789,0.34,outbound,retail,Taylor Brooks,2025-09-06,1628.2600000000002
LEAD-00807,2025-07-18,closed_won,closed_won,2564,1.0,marketing,retail,Morgan Patel,2025-08-29,2564.0
LEAD-00295,2025-07-18,proposal,closed_lost,14902,0.0,marketing,retail,Taylor Brooks,2025-08-08,0.0
LEAD-00917,2025-07-18,closed_won,closed_won,16366,1.0,referral,retail,Jordan Lee,2025-09-08,16366.0
LEAD-00789,2025-07-18,qualified,qualified,8166,0.4,outbound,tech,Alex Chen,2025-09-01,3266.4
LEAD-00983,2025-07-19,closed_lost,closed_lost,13437,0.0,outbound,retail,Taylor Brooks,2025-08-16,0.0
LEAD-00029,2025-07-19,proposal,proposal,11271,0.59,outbound,retail,Taylor Brooks,2025-08-02,6649.889999999999
LEAD-00229,2025-07-19,lead,lead,11610,0.08,outbound,retail,Alex Chen,2025-09-05,928.8000000000001
LEAD-00331,2025-07-19,lead,lead,17131,0.06,outbound,finance,Jordan Lee,2025-09-13,1027.86
LEAD-00057,2025-07-19,closed_won,closed_won,11793,1.0,outbound,retail,Morgan Patel,2025-09-06,11793.0
LEAD-00879,2025-07-20,closed_lost,closed_lost,5651,0.0,referral,tech,Taylor Brooks,2025-08-04,0.0
LEAD-01577,2025-07-20,lead,lead,14562,0.26,referral,finance,Taylor Brooks,2025-08-22,3786.1200000000003
LEAD-00992,2025-07-20,closed_lost,closed_lost,1232,0.0,referral,tech,Jordan Lee,2025-10-09,0.0
LEAD-01323,2025-07-20,lead,lead,14607,0.09,marketing,retail,Morgan Patel,2025-08-09,1314.6299999999999
LEAD-01625,2025-07-21,qualified,qualified,2491,0.41,referral,tech,Morgan Patel,2025-08-20,1021.31
LEAD-01997,2025-07-21,closed_won,closed_won,17899,1.0,referral,tech,Alex Chen,2025-09-11,17899.0
LEAD-01222,2025-07-21,closed_won,closed_won,14589,1.0,marketing,tech,Alex Chen,2025-09-23,14589.0
LEAD-00655,2025-07-21,lead,lead,15203,0.02,outbound,tech,Jordan Lee,2025-08-16,304.06
LEAD-00762,2025-07-21,closed_lost,closed_lost,14409,0.0,marketing,tech,Alex Chen,2025-10-07,0.0
LEAD-01840,2025-07-21,proposal,proposal,12297,0.69,marketing,tech,Jordan Lee,2025-09-21,8484.929999999998
LEAD-01497,2025-07-21,lead,lead,15666,0.24,referral,retail,Jordan Lee,2025-09-09,3759.8399999999997
LEAD-01664,2025-07-22,closed_lost,closed_lost,12750,0.0,marketing,tech,Jordan Lee,2025-10-07,0.0
LEAD-00034,2025-07-22,lead,lead,3971,0.06,outbound,tech,Morgan Patel,2025-10-02,238.26
LEAD-01365,2025-07-22,qualified,qualified,10371,0.49,referral,retail,Taylor Brooks,2025-09-25,5081.79
LEAD-01084,2025-07-22,qualified,qualified,5687,0.35,marketing,tech,Morgan Patel,2025-09-26,1990.4499999999998
LEAD-00330,2025-07-22,qualified,qualified,17940,0.34,marketing,tech,Morgan Patel,2025-08-15,6099.6
LEAD-00456,2025-07-22,qualified,qualified,6920,0.42,marketing,finance,Alex Chen,2025-08-30,2906.4
LEAD-01258,2025-07-22,lead,lead,4830,0.12,outbound,retail,Alex Chen,2025-10-05,579.6
LEAD-00132,2025-07-22,proposal,proposal,17531,0.87,referral,finance,Morgan Patel,2025-10-09,15251.97
LEAD-00755,2025-07-22,qualified,qualified,13776,0.37,marketing,retail,Morgan Patel,2025-09-20,5097.12
LEAD-00113,2025-07-22,proposal,proposal,18791,0.77,referral,retail,Alex Chen,2025-10-18,14469.07
LEAD-00308,2025-07-22,closed_won,closed_won,6377,1.0,referral,tech,Alex Chen,2025-08-17,6377.0
LEAD-01938,2025-07-22,lead,lead,12355,0.12,marketing,retail,Morgan Patel,2025-09-09,1482.6
LEAD-01129,2025-07-23,proposal,proposal,12361,0.66,marketing,finance,Taylor Brooks,2025-09-12,8158.26
LEAD-01565,2025-07-23,qualified,closed_lost,12024,0.0,referral,tech,Alex Chen,2025-09-27,0.0
LEAD-01003,2025-07-23,lead,lead,2287,0.09,outbound,finance,Morgan Patel,2025-09-29,205.82999999999998
LEAD-00158,2025-07-23,closed_lost,closed_lost,2304,0.0,marketing,tech,Jordan Lee,2025-09-09,0.0
LEAD-01412,2025-07-24,qualified,qualified,10389,0.32,outbound,tech,Jordan Lee,2025-08-14,3324.48
LEAD-01387,2025-07-24,closed_lost,closed_lost,17765,0.0,outbound,tech,Morgan Patel,2025-08-08,0.0
LEAD-00134,2025-07-24,qualified,qualified,10248,0.26,outbound,tech,Morgan Patel,2025-08-12,2664.48
LEAD-01975,2025-07-24,lead,lead,16234,0.27,referral,retail,Jordan Lee,2025-10-05,4383.18
LEAD-01434,2025-07-25,proposal,proposal,15058,0.61,marketing,tech,Taylor Brooks,2025-08-26,9185.38
LEAD-00980,2025-07-26,qualified,closed_lost,19832,0.0,marketing,retail,Morgan Patel,2025-09-25,0.0
LEAD-01672,2025-07-26,qualified,qualified,4084,0.41,marketing,tech,Alex Chen,2025-08-05,1674.4399999999998
LEAD-00126,2025-07-26,closed_lost,closed_lost,3935,0.0,referral,tech,Jordan Lee,2025-10-24,0.0
LEAD-01029,2025-07-26,closed_lost,closed_lost,4885,0.0,referral,retail,Jordan Lee,2025-09-13,0.0
LEAD-01189,2025-07-26,proposal,proposal,19752,0.6,marketing,tech,Taylor Brooks,2025-08-15,11851.199999999999
LEAD-00706,2025-07-26,qualified,closed_won,15501,1.0,outbound,tech,Morgan Patel,2025-09-06,15501.0
LEAD-00079,2025-07-26,lead,lead,16648,0.18,referral,retail,Taylor Brooks,2025-10-15,2996.64
LEAD-00131,2025-07-26,qualified,qualified,19145,0.28,outbound,tech,Jordan Lee,2025-08-09,5360.6
LEAD-01544,2025-07-27,closed_lost,closed_lost,12077,0.0,marketing,retail,Taylor Brooks,2025-08-22,0.0
LEAD-00116,2025-07-27,closed_lost,closed_lost,11839,0.0,marketing,retail,Morgan Patel,2025-08-06,0.0
LEAD-00437,2025-07-27,lead,closed_lost,8157,0.0,marketing,tech,Jordan Lee,2025-09-07,0.0
LEAD-00708,2025-07-28,qualified,qualified,9231,0.42,marketing,retail,Morgan Patel,2025-08-25,3877.02
LEAD-00570,2025-07-28,closed_lost,closed_lost,16934,0.0,marketing,tech,Alex Chen,2025-08-17,0.0
LEAD-01759,2025-07-28,qualified,qualified,19447,0.4,referral,tech,Taylor Brooks,2025-09-28,7778.8
LEAD-01728,2025-07-28,qualified,qualified,7170,0.31,marketing,tech,Morgan Patel,2025-10-05,2222.7
LEAD-00978,2025-07-28,closed_lost,closed_lost,1390,0.0,outbound,tech,Jordan Lee,2025-10-21,0.0
LEAD-01455,2025-07-28,lead,lead,5758,0.22,referral,retail,Taylor Brooks,2025-09-04,1266.76
LEAD-00922,2025-07-28,qualified,qualified,5274,0.38,marketing,finance,Morgan Patel,2025-10-16,2004.1200000000001
LEAD-00288,2025-07-28,lead,lead,13163,0.12,marketing,tech,Taylor Brooks,2025-10-01,1579.56
LEAD-01897,2025-07-29,lead,closed_lost,19547,0.0,outbound,tech,Morgan Patel,2025-09-16,0.0
LEAD-01344,2025-07-29,qualified,closed_won,7093,1.0,marketing,tech,Taylor Brooks,2025-09-27,7093.0
LEAD-01631,2025-07-29,qualified,qualified,8559,0.36,marketing,tech,Morgan Patel,2025-08-20,3081.24
LEAD-00129,2025-07-29,closed_won,closed_won,16759,1.0,referral,retail,Alex Chen,2025-08-12,16759.0
LEAD-01627,2025-07-30,lead,lead,2976,0.17,referral,finance,Morgan Patel,2025-10-27,505.92
LEAD-01765,2025-07-30,qualified,qualified,10156,0.38,marketing,tech,Jordan Lee,2025-09-19,3859.28
LEAD-00930,2025-07-30,proposal,proposal,11564,0.69,marketing,finance,Alex Chen,2025-09-08,7979.159999999999
LEAD-00535,2025-07-30,lead,closed_lost,3980,0.0,marketing,retail,Taylor Brooks,2025-10-17,0.0
LEAD-00228,2025-07-31,lead,lead,19089,0.1,marketing,tech,Taylor Brooks,2025-09-17,1908.9
LEAD-00677,2025-07-31,lead,lead,9741,0.02,outbound,tech,Jordan Lee,2025-09-13,194.82
LEAD-00597,2025-07-31,lead,closed_won,15522,1.0,marketing,finance,Jordan Lee,2025-08-19,15522.0
LEAD-00266,2025-08-01,lead,lead,14777,0.07,outbound,tech,Alex Chen,2025-08-29,1034.39
LEAD-01161,2025-08-01,qualified,qualified,7690,0.38,marketing,retail,Jordan Lee,2025-09-16,2922.2
LEAD-01760,2025-08-01,lead,lead,3065,0.2,referral,finance,Jordan Lee,2025-10-24,613.0
LEAD-00424,2025-08-01,qualified,closed_lost,15250,0.0,marketing,tech,Alex Chen,2025-10-29,0.0
LEAD-01858,2025-08-02,closed_lost,closed_lost,6870,0.0,marketing,retail,Taylor Brooks,2025-08-12,0.0
LEAD-01791,2025-08-02,closed_won,closed_won,2945,1.0,outbound,retail,Morgan Patel,2025-10-01,2945.0
LEAD-01628,2025-08-02,closed_lost,closed_lost,3010,0.0,marketing,tech,Morgan Patel,2025-10-28,0.0
LEAD-00242,2025-08-02,lead,lead,2062,0.11,marketing,retail,Morgan Patel,2025-08-26,226.82
LEAD-01415,2025-08-02,lead,lead,9251,0.07,marketing,tech,Jordan Lee,2025-10-27,647.57
LEAD-00786,2025-08-03,closed_lost,closed_lost,7058,0.0,outbound,finance,Taylor Brooks,2025-09-12,0.0
LEAD-01423,2025-08-03,proposal,closed_lost,12753,0.0,outbound,retail,Taylor Brooks,2025-10-10,0.0
LEAD-01118,2025-08-03,lead,closed_lost,17634,0.0,marketing,finance,Morgan Patel,2025-10-28,0.0
LEAD-00260,2025-08-03,lead,lead,3216,0.03,outbound,tech,Taylor Brooks,2025-10-26,96.47999999999999
LEAD-00985,2025-08-03,closed_won,closed_won,7310,1.0,referral,tech,Taylor Brooks,2025-10-20,7310.0
LEAD-01156,2025-08-03,closed_lost,closed_lost,15395,0.0,outbound,tech,Morgan Patel,2025-10-19,0.0
LEAD-00966,2025-08-03,closed_won,closed_won,17502,1.0,marketing,tech,Jordan Lee,2025-08-16,17502.0
LEAD-01833,2025-08-03,lead,lead,18533,0.11,marketing,retail,Morgan Patel,2025-09-18,2038.63
LEAD-01318,2025-08-04,closed_won,closed_won,15973,1.0,outbound,finance,Alex Chen,2025-08-22,15973.0
LEAD-00548,2025-08-04,lead,closed_lost,1490,0.0,outbound,finance,Taylor Brooks,2025-09-22,0.0
LEAD-00981,2025-08-04,qualified,qualified,7904,0.26,outbound,tech,Morgan Patel,2025-09-02,2055.04
LEAD-00698,2025-08-04,closed_won,closed_won,10402,1.0,outbound,tech,Morgan Patel,2025-08-26,10402.0
LEAD-01396,2025-08-04,qualified,qualified,3340,0.36,outbound,tech,Taylor Brooks,2025-10-30,1202.3999999999999
LEAD-01546,2025-08-04,qualified,qualified,9829,0.39,marketing,tech,Alex Chen,2025-09-07,3833.31
LEAD-00270,2025-08-04,qualified,qualified,7255,0.41,marketing,tech,Taylor Brooks,2025-10-12,2974.5499999999997
LEAD-00915,2025-08-05,closed_lost,closed_lost,2874,0.0,marketing,tech,Alex Chen,2025-10-05,0.0
LEAD-00688,2025-08-05,proposal,closed_won,9584,1.0,referral,finance,Morgan Patel,2025-09-04,9584.0
LEAD-00520,2025-08-05,lead,closed_lost,5661,0.0,marketing,finance,Alex Chen,2025-10-01,0.0
LEAD-01608,2025-08-05,proposal,proposal,8212,0.69,marketing,tech,Morgan Patel,2025-09-02,5666.28
LEAD-01654,2025-08-06,lead,lead,1284,0.03,outbound,tech,Morgan Patel,2025-08-30,38.519999999999996
LEAD-01350,2025-08-06,lead,closed_lost,13978,0.0,marketing,finance,Morgan Patel,2025-11-03,0.0
LEAD-00455,2025-08-06,closed_lost,closed_lost,3945,0.0,marketing,finance,Alex Chen,2025-10-19,0.0
LEAD-00468,2025-08-06,lead,lead,5287,0.07,marketing,tech,Jordan Lee,2025-09-16,370.09000000000003
LEAD-01644,2025-08-06,lead,closed_lost,18793,0.0,outbound,tech,Taylor Brooks,2025-08-23,0.0
LEAD-00720,2025-08-07,qualified,closed_won,9969,1.0,outbound,retail,Taylor Brooks,2025-08-27,9969.0
LEAD-00394,2025-08-07,proposal,closed_lost,15976,0.0,marketing,tech,Jordan Lee,2025-10-16,0.0
LEAD-01188,2025-08-07,qualified,qualified,16264,0.44,referral,tech,Alex Chen,2025-10-24,7156.16
LEAD-00665,2025-08-07,lead,lead,6096,0.13,outbound,tech,Jordan Lee,2025-10-28,792.48
LEAD-01505,2025-08-07,proposal,proposal,1541,0.68,marketing,tech,Jordan Lee,2025-09-16,1047.88
LEAD-00531,2025-08-07,lead,closed_lost,8029,0.0,marketing,tech,Jordan Lee,2025-10-08,0.0
LEAD-00967,2025-08-08,qualified,qualified,16082,0.36,outbound,retail,Taylor Brooks,2025-10-17,5789.5199999999995
LEAD-01764,2025-08-08,proposal,proposal,13392,0.63,marketing,retail,Alex Chen,2025-09-05,8436.960000000001
LEAD-01580,2025-08-08,lead,lead,17079,0.13,outbound,tech,Jordan Lee,2025-10-22,2220.27
LEAD-01048,2025-08-08,closed_lost,closed_lost,5172,0.0,referral,tech,Morgan Patel,2025-09-23,0.0
LEAD-00494,2025-08-09,lead,lead,18814,0.07,outbound,retail,Morgan Patel,2025-08-29,1316.98
LEAD-00137,2025-08-09,lead,lead,1450,0.1,marketing,finance,Jordan Lee,2025-11-05,145.0
LEAD-01873,2025-08-09,lead,lead,1372,0.14,marketing,retail,Alex Chen,2025-10-30,192.08
LEAD-00625,2025-08-09,qualified,qualified,1787,0.4,marketing,retail,Taylor Brooks,2025-10-24,714.8000000000001
LEAD-01525,2025-08-09,lead,lead,12288,0.15,outbound,retail,Jordan Lee,2025-08-29,1843.1999999999998
LEAD-01568,2025-08-09,qualified,qualified,2156,0.34,marketing,tech,Taylor Brooks,2025-09-08,733.0400000000001
LEAD-00850,2025-08-10,proposal,proposal,2522,0.53,outbound,tech,Taylor Brooks,2025-10-11,1336.66
